Id,SalePrice
1461,121702.4874160483
1462,160962.86648107972
1463,185709.4586574901
1464,185821.7086137869
1465,190006.29524656673
1466,170843.9051063384
1467,164995.93990414625
1468,160588.25342054488
1469,182335.04028483116
1470,128639.93610646966
1471,204759.22974514053
1472,94518.63879755451
1473,91337.75262261268
1474,153016.05605765912
1475,135056.78329754126
1476,412166.90965703636
1477,258906.02068855448
1478,307644.9016456892
1479,270730.4441948202
1480,508303.98542945966
1481,324767.2019183841
1482,212499.82336630765
1483,160766.8432974836
1484,169111.17214479088
1485,172404.31936962254
1486,193300.5528676395
1487,370739.68728824944
1488,232894.05311753447
1489,207554.8717466557
1490,234771.97488456187
1491,189448.783502886
1492,93206.47342350577
1493,183678.43262161146
1494,292266.3141706778
1495,291664.610580488
1496,249769.55105378723
1497,181201.63034532985
1498,162361.34394001542
1499,164176.09384949543
1500,148337.60267963298
1501,170679.24024504444
1502,159668.40238230364
1503,299315.3948094073
1504,229640.93719979658
1505,221596.7189061645
1506,189702.34615098312
1507,236400.46935138042
1508,198158.17981228794
1509,168794.69482559635
1510,145949.0928798288
1511,143853.37501130367
1512,177284.42680261703
1513,139554.32558231454
1514,154760.8637817235
1515,191671.96594858897
1516,164633.17496027442
1517,162886.99499872484
1518,138244.16404795085
1519,230965.16968716434
1520,134425.2963254169
1521,133434.06998424398
1522,169907.57352420993
1523,109719.39469793363
1524,119118.20159267854
1525,124534.62308541023
1526,117112.44031519364
1527,109264.76063426494
1528,133894.30462602098
1529,146779.58692764715
1530,171998.17793221117
1531,90125.92437028082
1532,106594.85842524716
1533,147875.78080289657
1534,119702.73046402639
1535,153550.03112108918
1536,114423.7658836802
1537,68429.89995520106
1538,180156.82192238525
1539,210046.96649614445
1540,98622.59028414347
1541,140408.7835899947
1542,136964.16202088248
1543,220354.54225770387
1544,78861.06111883216
1545,111381.64633278229
1546,129074.61345333356
1547,138439.47189576263
1548,138887.73431405105
1549,119434.66377196331
1550,141649.32151430714
1551,117162.66675676794
1552,128389.23519700042
1553,161041.859929405
1554,112219.69497528717
1555,167089.01127613877
1556,83727.07724970391
1557,106539.9835939204
1558,95565.82781253663
1559,90061.84042432206
1560,136577.6744005955
1561,138890.1302662727
1562,127767.3427437507
1563,121118.84242306853
1564,159361.4936688744
1565,150991.87631098108
1566,221194.96350851655
1567,74536.96032845421
1568,226365.41971845305
1569,131653.70327665008
1570,135755.49337174345
1571,120554.64688190132
1572,147369.40726079268
1573,259463.4094031624
1574,114433.86138009944
1575,230021.8579241368
1576,240361.7541963209
1577,201289.24590141655
1578,146171.30641912637
1579,140844.7342859461
1580,192231.50227048277
1581,153414.79972548928
1582,128451.49042647683
1583,338198.71724958415
1584,235472.7851853179
1585,143549.06299559693
1586,81178.43070143618
1587,92304.28291263727
1588,154562.144531044
1589,98308.87552420059
1590,135090.4869507245
1591,97957.24897038018
1592,116281.01275733746
1593,134321.90005261806
1594,114586.9404504037
1595,111792.4367359952
1596,244561.40300863358
1597,194167.03116780933
1598,212211.48560865002
1599,189989.48079119166
1600,187423.86089258836
1601,68597.64805321039
1602,107179.275041876
1603,75723.36887989486
1604,282486.21060570295
1605,244612.6802366068
1606,165981.9147556933
1607,194559.95115827705
1608,216309.51556724054
1609,195371.27741902025
1610,146197.05059111165
1611,139168.15834102183
1612,177565.00515257858
1613,155848.95773106642
1614,125216.75042425057
1615,89529.88920882772
1616,67287.3473854611
1617,89352.62164931081
1618,123677.49413618965
1619,141313.54173289894
1620,157266.64367639887
1621,136668.9867177962
1622,142737.66652648925
1623,289434.47238716506
1624,221373.6797806741
1625,125891.91320821496
1626,168653.54606829878
1627,186754.74647978073
1628,274169.73103511904
1629,177957.46968482438
1630,385051.94314975914
1631,219562.71848181888
1632,240438.797255986
1633,167721.47390166693
1634,184630.1598482022
1635,184343.11077787963
1636,153646.45850360795
1637,177621.89924126747
1638,207236.0339408432
1639,176410.5690555281
1640,254138.73154102833
1641,174213.5567294465
1642,229700.84901330163
1643,221068.71460733685
1644,227079.63865812554
1645,182932.10430013668
1646,153598.52106669053
1647,161313.44366554933
1648,131941.95275896465
1649,139741.54109461413
1650,115420.11891648882
1651,123528.40051904193
1652,95643.41322236847
1653,96106.96574917651
1654,154016.07061528345
1655,154845.96042130195
1656,146737.99612903871
1657,151484.26884004648
1658,148762.1421716199
1659,141353.9754593106
1660,154756.47508257825
1661,446938.769955402
1662,470011.0656464149
1663,393225.14443956135
1664,404315.7746891212
1665,317346.3564704052
1666,309450.9823096285
1667,354687.35088412307
1668,335924.86939907767
1669,305925.4712967195
1670,355930.67148807785
1671,255264.80349509782
1672,465168.21823365433
1673,293791.8678913939
1674,244427.29637095137
1675,179324.87273432562
1676,181477.55189207464
1677,205054.5610554642
1678,482398.32012572157
1679,391092.86159822915
1680,324243.6500818008
1681,273133.38081895094
1682,298173.0712687141
1683,181005.45312771242
1684,168119.13136703047
1685,170462.746287754
1686,172889.65085234615
1687,166326.28156778024
1688,184919.63970035905
1689,189874.00788109636
1690,188633.6314526528
1691,183704.02934898995
1692,271584.1521157408
1693,166305.5048051114
1694,184144.5439556753
1695,157419.76354504144
1696,277105.56592347915
1697,159386.99819221866
1698,383485.8841013188
1699,341546.53976316465
1700,249024.8758079053
1701,261693.45191645183
1702,258650.5329910011
1703,243839.75309208033
1704,295288.87068755686
1705,239250.26990194153
1706,447414.72912473895
1707,225221.75325531236
1708,206467.94441530423
1709,299872.8491543531
1710,224148.0040418224
1711,255380.54729906545
1712,231146.86465356362
1713,265875.54789331515
1714,221014.4884432988
1715,208883.81963142622
1716,181032.37478258813
1717,178986.54979377505
1718,139225.52587150512
1719,204270.40888910877
1720,241764.73217885202
1721,171507.3519036244
1722,129117.97600029204
1723,148724.91057546536
1724,211300.4800022565
1725,243486.92159469036
1726,188299.55063352617
1727,156768.83677079502
1728,167979.0934212279
1729,163418.94886391738
1730,169191.89631370126
1731,117646.67751249294
1732,130858.59011094226
1733,116957.25608789404
1734,110638.92319509068
1735,139796.07441010495
1736,111203.81182674548
1737,357685.9786898542
1738,210416.15205151233
1739,287542.8079563212
1740,219590.31540795992
1741,189408.6627875153
1742,169024.63556779045
1743,169699.58869812
1744,302948.9449921211
1745,221884.04770688733
1746,213742.0022179374
1747,226066.18568511168
1748,228293.49514935887
1749,150490.9880998021
1750,123998.29551441307
1751,238899.86221588965
1752,123404.91971169658
1753,147260.83478310815
1754,208877.98113081002
1755,163249.78633852783
1756,128917.89862211868
1757,120299.1379349697
1758,142773.55174027738
1759,166279.78534160464
1760,164580.34493396006
1761,143775.11652942788
1762,172419.6768871028
1763,174686.35424042927
1764,118915.05025203589
1765,179873.52634575852
1766,182397.14477082362
1767,209595.8915900669
1768,154648.586259212
1769,178628.40089011862
1770,150814.0302412679
1771,132494.42684459678
1772,145956.1099402968
1773,124529.66315184794
1774,130012.97583139286
1775,137240.718714083
1776,121414.84346942602
1777,110248.25494483834
1778,155121.5940626735
1779,116757.5153381932
1780,174319.3353029425
1781,132038.89145147268
1782,91189.03405489969
1783,137286.2281151818
1784,106991.53743469693
1785,131324.86392252895
1786,160080.79418171803
1787,165604.03523828485
1788,62560.31550131668
1789,113304.37791438043
1790,82420.04075186382
1791,191234.9343253579
1792,157363.07741165327
1793,123007.60111818745
1794,149895.50205110712
1795,130727.39733232991
1796,124585.27184091632
1797,119706.57105652697
1798,128124.63173214521
1799,105141.97561307429
1800,145771.30169101898
1801,128645.3976377242
1802,143076.89082247455
1803,156322.8044907555
1804,143139.64332070568
1805,139824.1812691079
1806,116515.72671322848
1807,130239.64300821703
1808,131466.41749427648
1809,123694.94823939064
1810,136710.03652790328
1811,95398.89652298707
1812,99900.33574397193
1813,118776.06110362493
1814,101194.86258291826
1815,49323.993974870114
1816,99745.23127345688
1817,110408.58857713
1818,157359.80433493445
1819,132156.59081830765
1820,68551.13721859717
1821,101319.05693925424
1822,149165.19363676436
1823,47460.64084378625
1824,139577.78916086353
1825,134262.42846379228
1826,102011.02248871246
1827,102414.34603907373
1828,137154.0003250793
1829,119978.51982966995
1830,135406.48308393764
1831,164237.60042349785
1832,71137.06069011646
1833,136053.57656209407
1834,124642.48859713625
1835,143024.253573633
1836,126148.11967311939
1837,100953.72140274184
1838,128342.71702995196
1839,81740.067713116
1840,161035.13839550366
1841,144900.74211019947
1842,70621.69773661399
1843,134541.45807893592
1844,139618.7772240392
1845,135022.9955116523
1846,156106.37096446007
1847,155098.49565464014
1848,60029.91811555021
1849,120858.95057312977
1850,120484.06023762727
1851,160244.71916990355
1852,132215.53786039358
1853,142828.46637358435
1854,171606.33169215143
1855,136575.44979345307
1856,220537.53264011737
1857,142526.22525434542
1858,135004.51279691275
1859,120619.58052034462
1860,141051.10169188856
1861,120736.61775136396
1862,279286.36555398005
1863,277604.95976023836
1864,277604.95976023836
1865,357340.99133338867
1866,348431.6949779674
1867,248223.05073872145
1868,303953.0166611395
1869,194009.67784281503
1870,246960.7388411674
1871,254251.51935254605
1872,167410.51065654305
1873,215721.81427656653
1874,139504.28702499415
1875,197238.2644021189
1876,193422.822378916
1877,226642.16278951353
1878,199712.04232240326
1879,138042.85604960626
1880,131997.06782689708
1881,233645.94612939263
1882,246377.4161649388
1883,192581.92355643213
1884,206644.6504208924
1885,234231.93749502482
1886,310493.74330119486
1887,208256.60829145912
1888,281979.66506418557
1889,167584.5560150228
1890,128338.54836274366
1891,135440.09564213685
1892,104954.38888543601
1893,127524.58307696032
1894,130404.51761026566
1895,143871.48365461756
1896,126830.80193501677
1897,110382.99599899104
1898,109575.58324906805
1899,163720.5445094182
1900,150678.6403116501
1901,168103.66006590883
1902,140548.64136029675
1903,219387.8317975778
1904,148300.7134730252
1905,191056.84493362473
1906,172500.12929233475
1907,201110.90163273903
1908,106915.36988319329
1909,137960.87878404182
1910,120015.98056030872
1911,215367.3696857651
1912,329944.99909494474
1913,149323.9168060509
1914,74987.10833089089
1915,317750.1038140952
1916,69888.21858604884
1917,271237.50005883595
1918,140748.94269639679
1919,159939.8144541891
1920,144366.1581712117
1921,456167.8428041996
1922,342562.57534797257
1923,215043.82738591215
1924,207164.3609656191
1925,214267.84967409787
1926,402104.77638790355
1927,135694.3758149452
1928,156496.03103270917
1929,122048.74247628036
1930,129896.34522457606
1931,140974.55906245444
1932,134457.94265281444
1933,177687.893876489
1934,175040.0213528554
1935,174328.4455443201
1936,185743.14321917077
1937,185771.35204564748
1938,180031.5942113165
1939,241401.13278405133
1940,186385.09508876404
1941,170061.15339611867
1942,185629.4198289136
1943,208419.42557251197
1944,338331.1483269419
1945,387245.8900004503
1946,142398.18282785834
1947,308325.9575259034
1948,183912.6015627967
1949,227988.91856613086
1950,179163.68392546132
1951,267272.59646535857
1952,213746.8233590079
1953,162931.84045627035
1954,195485.28432165287
1955,131394.28781178972
1956,313275.05974111997
1957,153857.00974877347
1958,270182.84851361474
1959,136328.94833135174
1960,121018.10308099809
1961,121656.11237816694
1962,97675.2408291459
1963,106606.62432066629
1964,105070.36338546868
1965,144891.55416952513
1966,153034.29835198738
1967,293165.18387958285
1968,443215.13936896424
1969,398462.5339269947
1970,463412.18814465805
1971,465790.24671025266
1972,396918.1634825612
1973,271783.5823267679
1974,312665.0236318068
1975,457239.1209220526
1976,265220.1921877774
1977,358837.92294934945
1978,419231.7547726241
1979,335679.4881154174
1980,193488.04233050457
1981,355329.50258643186
1982,222521.55885479538
1983,211821.72363823437
1984,166069.3378023492
1985,220898.57162153494
1986,204353.9944701861
1987,181003.6421158857
1988,177044.1341898796
1989,193603.4643812206
1990,220081.30138014906
1991,245469.98688985535
1992,215476.08271661357
1993,169630.24326946025
1994,238757.37720475593
1995,183372.7076801205
1996,246181.92880773105
1997,324697.11131449416
1998,376715.4639639002
1999,256577.2395611038
2000,314303.5301288144
2001,259026.1858793236
2002,242093.839844453
2003,242702.00396006336
2004,271202.86818370834
2005,232157.697783568
2006,229510.16415428754
2007,238422.6622922548
2008,210477.16822212256
2009,188244.81702594087
2010,191803.34586838383
2011,145895.9556484944
2012,177691.24030795827
2013,184753.29750459627
2014,187422.6334012559
2015,205645.9958542827
2016,193099.40235663028
2017,200015.59037669597
2018,123494.3072732865
2019,136915.17487488955
2020,112202.03099180438
2021,117099.79420413604
2022,175485.11629054195
2023,133602.11760842853
2024,230314.85197991852
2025,356085.6705697805
2026,178637.138723954
2027,148640.5141932141
2028,155780.15531317212
2029,168665.62659740107
2030,274442.6003900081
2031,257518.88295018594
2032,278631.24904509995
2033,278262.56303890405
2034,169500.20615673962
2035,204618.80838149818
2036,192893.12270910782
2037,192157.64856651222
2038,308021.7045960046
2039,240181.10012135463
2040,357544.42335086304
2041,259694.06630070612
2042,204009.33448956424
2043,168635.9763215712
2044,170384.29429434927
2045,200820.51384462128
2046,146655.74518772512
2047,147293.11548047134
2048,139725.95408899567
2049,139288.8913270144
2050,189330.3021872481
2051,112791.5111889372
2052,133544.71212377484
2053,147728.3773493754
2054,82099.34997976047
2055,165855.64955600366
2056,135835.2901453385
2057,122359.15213470759
2058,229256.1190811092
2059,133294.90620957053
2060,172579.09707302306
2061,181244.58919188974
2062,131152.10931993346
2063,112021.55813511145
2064,137441.90224198313
2065,125601.99677234454
2066,172541.1591053947
2067,120699.45071310631
2068,122195.0015982487
2069,84042.53755432823
2070,105811.69865933199
2071,92883.11005431393
2072,118805.37602992918
2073,139791.36567743318
2074,179440.6307103914
2075,147693.91917328548
2076,127297.33528781004
2077,156367.4149585402
2078,129562.83611001357
2079,130151.44269732363
2080,113053.06524677509
2081,122472.79198231005
2082,128475.8712387694
2083,138176.95771064862
2084,109025.132435967
2085,120710.55143696202
2086,131764.6438469339
2087,118392.13961206237
2088,100394.55613311254
2089,65732.31016893714
2090,136811.74360468026
2091,116185.40019702267
2092,119526.28862262251
2093,127744.6917817733
2094,141517.40250457847
2095,149400.71763163208
2096,77745.85810333968
2097,94148.39362118996
2098,138234.63987580704
2099,58697.45156417022
2100,79761.38647589802
2101,120557.39175621537
2102,125229.3395542249
2103,100972.61185826102
2104,124899.91649505883
2105,129054.2207170133
2106,62511.4038656084
2107,233776.8039588618
2108,112803.7468331646
2109,112008.18101124777
2110,132262.34536668318
2111,155009.21319102088
2112,145367.5037426642
2113,119662.75059461787
2114,106911.76557324917
2115,162074.45951502232
2116,122632.00273277155
2117,149608.68566333977
2118,126115.05522085668
2119,101639.30247244451
2120,111062.2894623712
2121,81988.99636804101
2122,104387.05342855386
2123,94243.94940548245
2124,175299.76612253312
2125,128734.70930854515
2126,147305.60191036976
2127,158443.57148920244
2128,128838.02521022152
2129,100318.87396432261
2130,129954.3478696778
2131,148800.04556833534
2132,111143.26098518948
2133,116049.35421768461
2134,118621.65203438199
2135,95084.77149469258
2136,72151.99159166391
2137,122108.2105891832
2138,133897.71249180866
2139,152506.17699789794
2140,145208.7051801067
2141,135641.0493528822
2142,129370.67199376576
2143,147070.4380832228
2144,127709.79842846078
2145,141408.1459254943
2146,165546.40194163896
2147,136701.76570815407
2148,139366.06389596226
2149,144699.61569393697
2150,212989.1625759216
2151,130944.46447223592
2152,181976.3186111702
2153,177725.96398895432
2154,106753.70078897482
2155,139963.6698098596
2156,249281.18829891304
2157,234369.21862705966
2158,247458.1032943805
2159,216875.45529096926
2160,173652.3824542433
2161,236820.00090556123
2162,382929.2693553022
2163,355856.0279467144
2164,245891.94914168603
2165,186822.05379396712
2166,144357.2688553664
2167,223758.56982177045
2168,202873.9758277945
2169,195753.2079055569
2170,218927.23998304666
2171,151705.3538455627
2172,135668.91100556418
2173,164162.92244751548
2174,238248.88219059783
2175,319298.71970105043
2176,320942.0940046991
2177,250663.31972524768
2178,208168.67975395115
2179,143288.81906676595
2180,209972.99774187207
2181,186173.51032497533
2182,223990.69933473502
2183,192607.2128333395
